"state";"district";"month";"1st";"2nd";"3rd";"4th";"5th";"6th";"7th";"8th";"9th";"10th";"11th";"12th";"13th";"14th";"15th";"16th";"17th";"18th";"19th";"20th";"21st";"22nd";"23rd";"24th";"25th";"26th";"27th";"28th";"29th";"30th";"31st"
"Odisha";"Khordha";2;0.0;0.0;0.0;0.0;4.43651;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.70972;0.0;0.0;11.538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Koraput";2;0.0;0.127434;0.0450982;0.0377393;4.64175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Malkangiri";2;0.0;0.14789;0.0402967;0.038997;3.17487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Mayurbhanj";2;0.0;0.0;0.0;10.9754;12.6432;0.0;0.0;0.0;0.0;0.290714;2.30488;0.0;0.0;0.0;0.0;0.0;0.0;1.04756;0.0;0.0;1.83683;0.0;0.0;0.0;0.680466;0.675123;0.0;0.00571633;0.0;0.0;0.0
"Odisha";"Nabarangpur";2;0.0;0.0;0.0;0.0;0.00978638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00252276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Nayagarh";2;0.0;0.0;0.0;0.0;0.0810623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00343739;0.0;0.0;0.198226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Nuapada";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00295707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Puri";2;0.0;0.0;0.0;0.0;1.71693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.159929;0.0;0.0;3.35021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Rayagada";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0167602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0965877;0.0;0.0;0.0;0.0;0.0;0.0167602;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Sambalpur";2;0.0;0.0;0.0;8.68793;2.87412;0.0;0.0;0.0;0.0;0.279513;0.0604407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0157929;0.344283;0.0;0.0;0.0;0.0810612;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Sonepur";2;0.0;0.0;0.0;0.249195;0.169586;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000923762;0.0633609;0.0;0.0;0.0;0.000816242;0.0;0.0;0.0;0.0;0.0;0.0
"Odisha";"Sundargarh";2;0.0;0.0;0.0;26.5176;5.32729;0.0;0.0;0.0;0.0;2.31077;0.733355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.207126;0.0;0.0;0.0;0.578531;0.0532698;0.506317;0.108665;0.0;0.0;0.0
"Puducherry";"Karaikal";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.4065;46.2489;0.546334;0.0;0.632461;0.0;0.0;0.0;11.9843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.546334;0.0;0.0;0.0;0.0
"Puducherry";"Mahe";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Puducherry";"Pondicherry";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.36093;0.0;0.0;1.08487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Puducherry";"Yanam";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Punjab";"Amritsar";2;0.0;0.0;5.32774;9.07502;0.00289807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000725735;0.0;0.0;13.0424;2.89948;0.0;0.0;0.0;0.0
"Punjab";"Barnala";2;0.0;0.0;5.20679;9.4337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.320256;0.429181;0.0;0.0;0.0;0.0
"Punjab";"Bathinda";2;0.0;0.0;6.05413;7.92638;0.0;0.0;0.0;0.0;0.000573628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.325277;0.324357;0.0;0.0;0.0;0.0
"Punjab";"Faridkot";2;0.0;0.0;6.97183;8.76281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.990493;4.48031;0.0;0.0;0.0;0.0
"Punjab";"Fatehgarh Sahib";2;0.0;0.0;5.94471;12.0225;1.92216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.138097;0.0;7.11e-05;1.7093;2.63461;0.0;0.0;0.0;0.0
"Punjab";"Fazilka";2;0.0;0.0;3.65522;0.868363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0660354;0.256971;0.0;0.0;0.0;0.0
"Punjab";"Firozepur";2;0.0;0.0;4.4344;10.1083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438637;0.0;0.0;2.55211;8.20917;0.0;0.0;0.0;0.0
"Punjab";"Gurdaspur";2;0.0;0.0;3.75687;16.3235;0.00355975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0843915;0.0;0.0;11.9932;0.0549033;0.0;0.0;0.0;0.0
"Punjab";"Hoshiarpur";2;0.0;0.0;3.67999;21.3951;2.25931;0.0;0.0;0.0;0.0;0.0206387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.121415;0.0364604;0.0934261;8.11493;2.23026;0.0;0.0;0.0;0.0
"Punjab";"Jalandhar";2;0.0;0.0;4.89673;15.3559;1.18725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.397648;0.0;0.0;5.49951;8.57643;0.0;0.0;0.0;0.0
"Punjab";"Kapurthala";2;0.0;0.0;5.38325;18.5808;0.212495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.845141;0.0;0.0;7.59962;7.80781;0.0;0.0;0.0;0.0
"Punjab";"Ludhiana";2;0.0;0.0;7.09066;16.4859;0.0276125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00574152;0.0;0.0;3.92044;8.60793;0.0;0.0;0.0;0.0
"Punjab";"Mansa";2;0.0;0.0;5.12364;3.73756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.63751;0.0;0.0;0.0;0.0;0.0
"Punjab";"Moga";2;0.0;0.0;5.11202;15.9699;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.640657;0.0;0.0;1.89956;5.37518;0.0;0.0;0.0;0.0
"Punjab";"Pathankot";2;0.0;0.0;4.93525;23.4225;0.0710598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.71641;0.233905;0.0592165;16.7891;4.14117;0.0;0.0;0.0;0.0
"Punjab";"Patiala";2;0.0;0.0;7.19494;9.0956;0.76083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0463022;0.0;9.62e-06;2.66529;1.14837;0.0;0.0;0.0;0.0
"Punjab";"Rupnagar";2;0.0;0.0;6.39017;35.0717;4.78764;0.0;0.0;0.0;0.0;0.131246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.846578;0.0;1.566;2.69924;10.6101;0.0;0.0;0.0;0.0
"Punjab";"S.A.S Nagar";2;0.0;0.0;4.10837;17.005;7.89355;0.0;0.0;0.0;0.0;0.490081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.666651;0.00333533;0.683984;1.56595;3.45241;0.0;0.0;0.0;0.0
"Punjab";"Sangrur";2;0.0;0.0;7.32005;6.01655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.64021;0.314966;0.0;0.0;0.0;0.0
"Punjab";"Shahid Bhagat Singh Nagar";2;0.0;0.0;6.03177;25.6276;0.452279;0.0;0.0;0.0;0.0;0.00210235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19253;0.0;0.0370145;4.975;10.0515;0.0;0.0;0.0;0.0
"Punjab";"Sri Muktsar Sahib";2;0.0;0.0;6.83104;2.58151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0963099;0.377237;0.0;0.0;0.0;0.0
"Punjab";"Tarn Taran";2;0.0;0.0;4.9611;6.56878;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.448701;0.0;0.0;10.545;5.64505;0.0;0.0;0.0;0.0
"Rajasthan";"Ajmer";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0791657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Alwar";2;0.0;0.0;0.955988;0.0;0.0;0.0;0.0;0.0;6.3031;0.1598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.321415;0.0;0.0;0.0;0.0;0.0;0.0;0.403123;0.0264469;0.0;0.0;0.0;0.0
"Rajasthan";"Banswara";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Baran";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Barmer";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Bharatpur";2;0.0;0.0;0.147954;0.0;0.0;0.0;0.0;0.0;4.29476;0.860422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.224771;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Bhilwara";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Bikaner";2;0.0;0.0;0.0574075;0.0;0.0;0.0;0.0;0.0;3.58828;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.49e-06;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Bundi";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Chittorgarh";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Churu";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.85476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.108849;0.081077;0.0;0.0;0.0;0.0
"Rajasthan";"Dausa";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.39246;0.00629319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Dholpur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0140508;0.0389702;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Dungarpur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Ganganagar";2;0.0;0.0;0.592946;0.00553342;0.0;0.0;0.0;0.0;0.198271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00174582;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Hanumangarh";2;0.0;0.0;0.154224;0.0240837;0.0;0.0;0.0;0.0;0.76799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.361876;0.000146034;0.0;0.0;0.0;0.0
"Rajasthan";"Jaipur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.44768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0323443;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Jaisalmer";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.31e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Jalore";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Jhalawar";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Jhunjhunu";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.608901;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.101261;0.0;0.0;0.0;0.0;0.0;0.0;0.0430677;0.262547;0.0;0.0;0.0;0.0
"Rajasthan";"Jodhpur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0654771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Karauli";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Kota";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Nagaur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.548235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Pali";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0306368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Pratapgarh";2;0.0;0.0;0.0;0.317876;0.506071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00210902;0.0;0.0290147;0.0;0.0;0.0;0.0
"Rajasthan";"Rajsamand";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Sawai Madhopur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0541918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Sikar";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.26498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0114532;0.0;0.0;0.0;0.0;0.0;0.0;1.15e-05;2.88e-05;0.0;0.0;0.0;0.0
"Rajasthan";"Sirohi";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Tonk";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0361873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Rajasthan";"Udaipur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Sikkim";"East District";2;0.619687;6.82475;0.297719;1.119;22.0302;2.53198;0.0327818;2.38155;2.33011;0.361349;7.53885;1.93729;0.0;0.0;0.0;0.0;3.2;0.305755;0.0327818;1.18617;0.382092;0.101882;0.0;0.0;0.0;0.452908;2.00698;1.34374;0.0;0.0;0.0
"Sikkim";"North District";2;4.4715;6.48892;2.52869;3.1892;25.5988;3.87273;0.00111457;1.46032;2.07964;3.09348;9.40296;6.914;0.0;0.0;0.0;0.0;15.2762;0.233297;0.0;13.8845;4.7232;0.0;0.0;0.0;0.0;4.59352;2.29196;15.9849;0.0;0.0;0.0
"Sikkim";"South District";2;1.19091;6.28467;0.616235;0.901571;19.0969;1.54452;0.0546186;2.2285;3.56908;1.89989;8.58827;1.86662;0.0;0.0;0.0;0.0;8.30962;0.258429;0.0335254;5.29989;1.43731;0.0084686;0.0;0.0;0.0;1.71897;2.77306;3.60168;0.0;0.0;0.0
"Sikkim";"West District";2;1.61512;6.50376;0.495225;0.554364;20.1869;1.74889;2.56872;1.43903;2.5846;3.73633;8.89348;3.55724;0.0;0.0;0.0;0.0;12.8881;0.110519;0.0;9.32178;2.61949;0.0;0.0;0.0;0.0;3.03026;2.62823;5.8847;0.0;0.0;0.0
"Tamil Nadu";"Ariyalur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.068648;34.305;2.65472;0.0;0.862108;0.0;0.158965;0.0;0.154039;0.0;0.0;0.0;0.0;0.0;0.747138;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Chengalpattu";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Chennai";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Coimbatore";2;0.0;0.0;0.0;0.0740032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.169739;0.183008;0.0;0.0;0.0;0.584756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0208522;0.0;0.0;0.0
"Tamil Nadu";"Cuddalore";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0445953;40.8187;0.0;0.0;2.17599;0.0;0.0;0.0;0.385618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Dharmapuri";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0203631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Dindigul";2;0.0;0.0;0.0;0.00351209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0660626;1.15932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Erode";2;0.0;0.0;0.0;0.00858023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Kallakurichi";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.47557;0.0;0.0;0.158722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Kanchipuram";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Kanniyakumari";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.81889;0.0;0.100797;1.80774;5.1967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.788429;0.0;0.0;0.00104392;0.0;0.0;0.0
"Tamil Nadu";"Karur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.510086;0.0419817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Krishnagiri";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0462965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Madurai";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.271745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00144998;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Nagapattinam";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.5628;44.1401;12.9635;1.5623;0.624499;0.0;0.0;0.0;6.54722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.487398;0.0;0.0;0.0;0.0
"Tamil Nadu";"Namakkal";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.421642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Perambalur";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.07762;0.822912;0.0;0.256236;0.0;0.0492761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.231598;0.0;0.0;0.0;0.0;0.0;0.0
"Tamil Nadu";"Pudukkottai";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.44322;1.55267;6.6154;0.0;0.0346901;0.0;0.0031029;0.0;0.0;0.0;0.0;0.0;0.0;0.00958779;0.0124116;0.0;0.0191756;0.0;0.0;0.0;0.0
"Tamil Nadu";"Ramanathapuram";2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.178315;1.54399;5.60092;0.0;0.30881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.55116;0.0;0.0;2.84401;0.0;0.0;0.0;0.0
